rate,role,word
1,N,cù ngoéo
1,V,cù nhây
1,V,cù nhầy
1,N,cù nèo
1,A,cù rù
1,N,cùi
1,N,cùi chỏ
1,A,cùi cụi
1,N,cùi kén
1,N,cùi tay
1,N-V,cùm
1,V,cùm cụp
1,V,cùm kẹp
1,A,cùn
1,A,cùn đời
1,N-A-C,cùng
1,N-A,cùng cực
1,A,cùng khổ
1,A,cùng kì lí
1,A,cùng kỳ lý
1,A,cùng quẫn
1,A,cùng đường
1,N-A-V,cú
1,N,cú mèo
1,N,cú pháp
1,N,cú pháp học
1,N,cú vọ
1,N,cúc
1,N,cúc bấm
1,A,cúc cu
1,V,cúc cung
1,N,cúc hoa
1,N,cúc trắng
1,N,cúc tần
1,N,cúc vàng
1,N,cúc vạn thọ
1,V,cúi
1,N,cúm
1,N,cúm gia cầm
1,N,cúm gà
1,N,cúm núm
1,V,cúm rúm
1,N,cún
1,V,cúng
1,V,cúng bái
1,V,cúng cáo
1,V,cúng cơm
1,V,cúng giỗ
1,V,cúng lễ
1,V,cúng quải
1,V,cúng tiến
1,V,cúng tế
1,N-V,cúp
1,N-V,cút
1,N-A,cút kít
1,N-V,căm
1,R,căm căm
1,V,căm gan
1,V,căm ghét
1,V,căm giận
1,V,căm hờn
1,V,căm phẫn
1,V,căm thù
1,V,căm tức
1,V,căm uất
1,N,căm xe
1,N-V,căn
1,A-R,căn bản
1,N,căn bệnh
1,V,căn chỉnh
1,A,căn cơ
1,N,căn cước
1,R,căn cắt
1,V-N,căn cứ
1,N,căn cứ địa
1,V,căn dặn
1,N,căn hộ
1,N,căn ke
1,N,căn số
1,N,căn thức
1,N,căn tố
1,V,căn vặn
1,V-A,căng
1,A,căng cắc
1,A,căng thẳng
1,N,căng tin
1,A,cũ
1,A,cũ kĩ
1,A,cũ kỹ
1,A,cũ mèm
1,A,cũ rích
1,N,cũi
1,A,cũn cỡn
1,R,cũng
1,U,cũng nên
1,U,cũng quá tội
1,N-I,cơ
1,A,cơ bản
1,N,cơ bẩm
1,N,cơ bắp
1,N,cơ chế
1,N,cơ chế thị trường
1,A,cơ chỉ
1,R,cơ chừng
1,U,cơ chừng này
1,N,cơ cấu
1,A,cơ cực
83,N-A,cơ giới
4,V,cơ giới hoá
1,N,cơ hoành
1,A,cơ hàn
82,N-A,cơ học
601,R,cơ hồ
4141,N-A,cơ hội
1,A,cơ hội chủ nghĩa
16,A,cơ hữu
123,N,cơ khí
1,V,cơ khí hoá
1,N,cơ khí học
6,E,cơ khổ
4,A,cơ lỡ
10,N,cơ man
21,N,cơ may
1,I,cơ mà
1,N,cơ mưu
1,N,cơ mầu
1,A,cơ mật
54,N,cơ nghiệp
28,N,cơ ngơi
18,A,cơ nhỡ
1,N,cơ năng
5035,N,cơ quan
1,N,cơ quan chuyên môn
1,N,cơ quan chức năng
1,N,cơ quan dân cử
1,N,cơ quan hành chính
1,N,cơ quan ngôn luận
11,N,cơ số
2676,N,cơ sở
1,N,cơ sở dữ liệu
1,N,cơ sở hạ tầng
1,N,cơ sở ngữ liệu
22,N,cơ sự
1,N,cơ thắt
1555,N,cơ thể
4,N,cơ trơn
5,N,cơ trưởng
2,N,cơ vân
3,N,cơ vòng
1,A,cơ yếu
1,N,cơ điện
1,N,cơ đê
1,N,cơ địa
1,N,cơ đồ
1,V-A,cơ động
1,N-V,cơi
1,V,cơi nới
1,N-A,cơm
1,N,cơm bình dân
1,N,cơm bụi
1,N,cơm bữa
1,N,cơm chiên
1,N,cơm cháo
1,N,cơm gạo
1,N,cơm hộp
1,N,cơm lam
1,N,cơm nước
1,N,cơm rang
1,N,cơm rượu
1,N,cơm áo
1,N,cơm đen
1,N,cơm đĩa
1,N,cơn
1,N,cơn cớ
1,N,cơn sốt
1,N,cư dân
1,N,cư sĩ
1,V,cư tang
1,V,cư trú
1,V,cư trú chính trị
1,V,cư xử
1,N-V,cưa
1,V,cưa xẻ
1,V-P,cưng
1,V,cưng chiều
1,A,cưng cứng
1,V,cưu mang
1,N-A,cương
1,N,cương lĩnh
1,A,cương nghị
1,A,cương quyết
1,A,cương trực
1,N,cương vị
1,N,cước
1,N,cước khí
1,N,cước phí
1,N,cước vận
1,V,cưới
1,V,cưới cheo
1,V,cưới chạy
1,V,cưới chạy tang
1,V,cưới xin
1,V-N,cướp
1,N,cướp biển
1,V,cướp bóc
1,V,cướp cò
1,V,cướp giật
1,V,cướp đoạt
1,V,cười
1,V,cười chê
1,V,cười cợt
1,V,cười duyên
1,V,cười góp
1,V,cười gằn
1,V,cười khà
1,V,cười khì
1,V,cười khẩy
1,V,cười miếng chi
1,V,cười mát
1,V,cười mũi
1,V,cười ngất
1,V,cười nhạt
1,V,cười nắc nẻ
1,V,cười nịnh
1,V,cười nụ
1,V,cười phá
1,V,cười ruồi
1,V,cười rộ
1,V,cười sằng sặc
1,V,cười trừ
1,V,cười tình
1,V,cười tủm
1,U,cười vỡ bụng
1,V,cười xoà
1,V,cười ồ
1,N,cườm
1,A,cường
1,A,cường bạo
1,A,cường dương
1,N,cường giáp
1,N,cường kích
1,N,cường lực
1,N,cường quyền
1,N,cường quốc
1,N,cường suất
1,A,cường thịnh
1,A,cường tráng
1,V,cường tập
1,V,cường điệu
1,N,cường độ
1,N,cường độ lao động
1,V,cưỡi
1,V,cưỡi cổ
1,U,cưỡi hổ
1,N-A-V,cưỡng
1,V,cưỡng bức
1,V,cưỡng chế
1,V,cưỡng dâm
1,V,cưỡng hiếp
1,V,cưỡng hôn
1,V,cưỡng ép
1,V,cưỡng đoạt
1,V,cược
1,V,cạ
1,N,cạc
1,V-A,cạch
1,N,cạm
1,N,cạm bẫy
1,A-N,cạn
1,V,cạn chén
1,V,cạn kiệt
1,V,cạn lời
1,V,cạn queo
1,N,cạnh
1,N,cạnh huyền
1,A,cạnh khoé
1,N,cạnh khế
1,V,cạnh tranh
1,N,cạnh đáy
1,V,cạo
1,V,cạo gió
1,N-V,cạp
1,N,cạp nia
1,N,cạp nong
1,N,cạp quần
1,V,cạy
1,A-I-P-R,cả
1,U,cả cục
1,A,cả gan
1,U,cả gói
1,A,cả nghĩ
1,A,cả nể
1,P,cả thảy
1,A,cả thẹn
1,R,cả thể
1,A,cả tin
1,N-V,cải
1,V,cải biên
1,V,cải biến
1,N,cải bắp
1,N,cải bẹ
1,N,cải canh
1,N,cải cay
1,V,cải chính
1,V,cải cách
1,V,cải cách ruộng đất
1,N,cải cúc
1,N,cải củ
1,V,cải dạng
1,V,cải giá
1,N,cải hoa
1,V,cải huấn
1,N,cải làn
1,N,cải lương
1,A,cải mả
1,N,cải soong
1,V,cải sửa
1,V,cải thiện
1,N,cải thìa
1,V,cải tiến
1,V,cải trang
1,N,cải trời
1,V,cải táng
1,V,cải tạo
1,V,cải tổ
1,N,cải xoong
1,V,cảm
1,N,cảm biến
1,V,cảm biết
1,N,cảm giác
1,N,cảm giác luận
1,V,cảm hoá
1,V,cảm hàn
1,N,cảm hứng
1,V,cảm khái
1,V,cảm kích
1,V,cảm mạo
1,V,cảm mến
1,N,cảm nghĩ
1,V,cảm nhiễm
1,V,cảm nhận
1,V,cảm phiền
1,V,cảm phục
1,N,cảm quan
1,V,cảm thán
1,V,cảm thông
1,V,cảm thương
1,V,cảm thụ
1,N,cảm thức
1,N,cảm tình
1,U,cảm tình cá nhân
1,N,cảm tính
1,N,cảm tưởng
1,V,cảm tạ
1,N,cảm từ
1,V,cảm tử
1,V-N,cảm xúc
1,V-A,cảm động
1,V,cảm ơn
1,N,cảm ứng
1,V-N,cản
1,V,cản ngăn
1,V,cản phá
1,V,cản quang
1,V,cản trở
1,N,cảng
1,N,cảng hàng không
1,N,cảng vụ
1,N,cảnh
1,N,cảnh binh
1,V-N,cảnh báo
1,V,cảnh cáo
1,V,cảnh giác
1,V,cảnh giới
1,N,cảnh gần
1,N,cảnh huống
1,N,cảnh ngộ
1,N,cảnh phục
1,N,cảnh quan
1,N,cảnh sát
1,N,cảnh sắc
1,N,cảnh trí
1,N,cảnh tượng
1,V,cảnh tỉnh
1,N,cảnh vật
1,A,cảnh vẻ
1,N,cảnh vệ
1,N,cảnh vừa
1,N,cảnh xa
1,N,cảnh đặc tả
1,V,cảu rảu
1,V-R,cấm
1,N,cấm binh
1,V,cấm chỉ
1,N-V,cấm cung
1,A,cấm cảu
1,V,cấm cố
1,V,cấm cửa
1,V,cấm khẩu
1,V,cấm kị
1,N,cấm quân
1,N,cấm thành
1,V,cấm tiệt
1,V,cấm vận
1,N,cấm vệ
1,V,cấm đoán
1,N,cấm địa
1,N-V,cấn
1,V,cấn cái
1,N-V,cấp
1,A,cấp bách
1,N,cấp bậc
1,N,cấp bộ
1,V,cấp cứu
1,V-N,cấp dưỡng
1,N,cấp hiệu
1,V,cấp nước
1,V,cấp phát
1,N,cấp phối
1,N,cấp số cộng
1,N,cấp số nhân
1,A,cấp thiết
1,U,cấp thoát nước
1,A,cấp tiến
1,A,cấp tính
1,A,cấp tập
1,A,cấp tốc
1,N,cấp uỷ
1,N,cấp uỷ viên
1,V,cấp vốn
1,V,cấp điện
1,N,cấp độ
1,V,cất
1,V,cất bước
1,V,cất cánh
1,V,cất công
1,V,cất giấu
1,V,cất giữ
1,V,cất mả
1,V,cất mộ
1,V,cất nhắc
1,V,cất quân
1,V,cất tiếng
1,V,cất trữ
1,N-V,cất vó
1,V,cất đám
1,V,cấu
1,V,cấu chí
1,N,cấu hình
1,N,cấu kiện
1,V,cấu kết
1,V,cấu thành
1,N-V,cấu trúc
1,V-N,cấu tạo
1,V,cấu tứ
1,V,cấu véo
1,V,cấu xé
1,V,cấy
1,V,cấy cày
1,V,cấy ghép
1,V,cấy hái
1,V,cấy mô
1,N-V,cầm
1,V,cầm canh
1,V,cầm chân
1,V,cầm chầu
1,V,cầm chắc
1,V,cầm chừng
1,A,cầm cập
1,V,cầm cố
1,V,cầm cự
1,V,cầm giữ
1,V,cầm hơi
1,V,cầm lòng
1,V,cầm quyền
1,V,cầm quân
1,N,cầm thú
1,V,cầm tinh
1,V,cầm trịch
1,V,cầm tù
1,V,cầm đầu
1,V,cầm đồ
1,N-V-A,cần
1,N,cần câu
1,A,cần cù
1,N,cần cẩu
1,N,cần dại
1,A,cần kiệm
1,A,cần kíp
1,A,cần mẫn
1,N,cần sa
1,N,cần ta
1,A,cần thiết
1,N,cần trục
1,N,cần tây
1,N,cần vọt
1,N,cần vụ
1,N,cần xé
1,A,cần yếu
1,N,cần đốp
1,N-V,cầu
1,V,cầu an
1,N,cầu ao
1,N,cầu chui
1,N,cầu chì
1,V,cầu chúc
1,V,cầu cúng
1,V,cầu cạnh
1,N,cầu cảng
1,N,cầu cống
1,V,cầu cứu
1,N,cầu dao
1,V,cầu duyên
1,N,cầu gai
1,V,cầu hoà
1,N,cầu hàng không
1,V,cầu hôn
1,V,cầu hồn
1,V,cầu khiến
1,N,cầu khuẩn
1,V,cầu khẩn
1,N,cầu khỉ
1,V,cầu kinh
1,A,cầu kì
1,N,cầu là
1,N,cầu lông
1,N,cầu lăn
1,V,cầu may
1,V,cầu mong
1,N,cầu máng
1,N,cầu mây
1,N,cầu môn
1,N,cầu mắt
1,V,cầu nguyện
1,N,cầu noi
1,N,cầu nối
1,N,cầu phao
1,N-V,cầu phong
1,V,cầu phúc
1,N,cầu quay
1,V,cầu siêu
1,N,cầu thang
1,N,cầu thang cuốn
1,N,cầu thang máy
1,N,cầu thăng bằng
1,N,cầu thủ
1,N,cầu tiêu
1,V,cầu toàn
1,N,cầu treo
1,N,cầu truyền hình
1,N,cầu trường
1,N,cầu trượt
1,N,cầu trục
1,N,cầu tàu
1,V,cầu tự
1,N,cầu vai
1,V,cầu viện
1,N,cầu vượt
1,N,cầu vồng
1,V,cầu xin
1,N,cầu đường
1,V,cầu đảo
1,N,cầy
1,N,cầy bông lau
1,N,cầy giông
1,N,cầy hương
1,N,cầy móc cua
1,N,cầy vòi
1,N,cẩm châu
1,N,cẩm chướng
1,N,cẩm lai
1,N,cẩm nang
1,N,cẩm nhung
1,N,cẩm thạch
1,V,cẩn
1,A,cẩn mật
1,A,cẩn thận
1,A,cẩn trọng
1,A,cẩn tắc
1,V-N,cẩu
1,A,cẩu thả
1,A,cận
1,V,cận chiến
1,N,cận cảnh
1,N,cận dưới
1,V,cận kề
1,N,cận nhiệt đới
1,A,cận thành
1,N,cận thần
1,A,cận thị
1,N,cận trên
1,N,cận vệ
1,N,cận đại
1,V,cập
1,A,cập kèm
1,A,cập kênh
1,V,cập nhật
1,A,cập rập
1,N,cật
1,R,cật lực
1,N-L,cậu
1,N,cậu ấm
1,N-V,cậy
1,V,cậy cục
1,A,cắc cớ
1,V,cắc củm
1,N,cắc kè
1,V,cắm
1,V,cắm cúi
1,V,cắm cổ
1,V,cắm sừng
1,V,cắm thùng
1,V,cắm đầu
1,V,cắn
1,A,cắn chỉ
1,V,cắn câu
1,V,cắn răng
1,V,cắn rứt
1,U,cắn trắt
1,V,cắn xé
1,V,cắn ổ
1,V,cắp
1,V,cắp củm
1,N-V,cắt
1,V,cắt cúp
1,V,cắt cơn
1,A,cắt cổ
1,V,cắt cử
1,V,cắt giảm
1,V,cắt lượt
1,V,cắt lớp
1,V,cắt nghĩa
1,V,cắt tiết
1,V,cắt xén
1,V,cắt đặt
1,N,cằm
1,A,cằn
1,A,cằn cặt
1,A,cằn cỗi
1,V,cằn nhằn
1,N,cẳng
1,N,cẳng chân
1,N,cẳng giò
1,N,cẳng tay
1,N,cặc
1,N,cặc bần
1,V,cặm
1,V,cặm cụi
1,N,cặn
1,N,cặn bã
1,A,cặn kẽ
1,N-L-V,cặp
1,N,cặp ba lá
1,N,cặp bài trùng
1,V,cặp bồ
1,A,cặp díp
1,N-V,cặp kè
1,A,cặp kèm
1,N,cặp lồng
1,V,cặp mạch
1,V-N,cặp nhiệt
1,N,cặp sốt
1,N-V,cọ
1,N,cọ dầu
1,V,cọ xát
1,N,cọc
1,A,cọc cà cọc cạch
1,A,cọc cạch
1,N,cọn
1,N-V-L,cọng
1,N,cọp
1,A,cọt cà cọt kẹt
1,A,cọt kẹt
1,N,cỏ
1,N,cỏ bạc đầu
1,N,cỏ cây
1,N,cỏ gà
1,N,cỏ gấu
1,N,cỏ lác
1,N,cỏ lồng vực
1,N,cỏ may
1,N,cỏ mần trầu
1,N,cỏ mật
1,N,cỏ năn
1,N,cỏ roi ngựa
1,N,cỏ rả
1,N,cỏ sâu róm
1,N,cỏ sữa
1,N,cỏ tranh
1,N,cỏ xước
1,A,cỏn con
1,N-V-S,cố
1,V,cố chí
1,V,cố chấp
1,V,cố chết
1,V,cố công
1,A,cố cùng
1,V,cố gắng
1,N,cố hương
1,A,cố hữu
1,V,cố kết
1,A,cố nhiên
1,N,cố nhân
1,A,cố quốc
1,V,cố sát
1,A,cố thây
1,V,cố thủ
1,A-N,cố tri
1,V,cố tình
1,N,cố tật
1,V-N,cố vấn
1,V,cố ý
1,N,cố đô
1,N,cố đạo
1,A-V,cố định
1,N-A-V,cốc
1,A,cốc láo
1,N,cốc vũ
1,N,cốc vại
1,N,cốc đế
1,N,cối
1,N,cối chày đạp
1,N,cối cần
1,N,cối nước
1,N,cối xay
1,N,cối xay gió
1,N,cốm
1,N,cốn
1,N,cống
1,V-N,cống hiến
1,N,cống luồn
1,V,cống nạp
1,N,cống rãnh
1,N-A,cốp
1,N,cốp pha
1,N-V,cốt
1,N,cốt cách
1,N,cốt cán
1,N,cốt khí
1,N,cốt khí muồng
1,N,cốt liệu
1,N,cốt lõi
1,N,cốt mạc
1,U,cốt sao
1,N,cốt truyện
1,N,cốt tuỷ
1,A,cốt tử
1,A,cốt yếu
1,N,cồ cộ
1,A,cồm cộm
1,A,cồm cộp
1,N-V,cồn
1,V,cồn cào
1,N,cồn cát duyên hải
1,N,cồng
1,N,cồng chiêng
1,A,cồng kềnh
1,N,cồng trắng
1,N,cồng tía
1,N-A,cổ
1,A,cổ bồng
1,N,cổ chày
1,N,cổ chân
1,N,cổ cồn
1,N,cổ cứng
1,A,cổ giả
1,N,cổ hũ
1,N,cổ họng
1,A,cổ hủ
1,A,cổ kính
1,U,cổ lai hi
1,U,cổ lai hy
1,A,cổ lỗ
1,A,cổ lỗ sĩ
1,A,cổ ngữ
1,N,cổ nhân
1,N,cổ phiếu
1,N,cổ phong
1,N,cổ phần
1,V,cổ phần hoá
1,A,cổ quái
1,N,cổ sinh
1,N,cổ sinh vật
1,N,cổ sinh vật học
1,A,cổ sơ
1,N,cổ sử
1,N,cổ tay
1,N,cổ thi
1,N,cổ thụ
1,N,cổ tiền học
1,A,cổ truyền
1,N,cổ trướng
1,N,cổ tích
1,N,cổ tức
1,N,cổ tự
1,N,cổ tự học
1,N,cổ văn
1,V,cổ vũ
1,N,cổ vật
1,A,cổ xưa
1,A,cổ điển
1,N,cổ đông
1,N,cổ đại
1,N,cổ địa lí
1,N,cổ địa lý
1,V,cổ động
1,N,cổ động viên
1,N,cổng
1,N,cổng chào
1,N,cổng rả
1,N,cổng tán
1,N-L,cỗ
1,N,cỗ bàn
1,N,cỗ ván
1,N,cỗ áo
1,A,cỗi
1,N,cỗi rễ
1,N-A,cộ
1,V-A,cộc
1,A,cộc cằn
1,A,cộc lốc
1,N,cội
1,N,cội nguồn
1,N,cội rễ
1,A,cộm
1,N-V,cộng
1,V,cộng cư
1,A-N,cộng hoà
1,V,cộng hưởng
1,V,cộng sinh
1,A-N,cộng sản
1,A,cộng sản chủ nghĩa
1,N-A,cộng sản nguyên thuỷ
1,V-N,cộng sự
1,V,cộng tác
1,N,cộng tác viên
1,N,cộng đồng
1,N-V,cột
1,N,cột dọc
1,N,cột số
1,N,cột sống
1,N,cột thu lôi
1,N,cột trụ
1,N,cớ
1,R,cớ sao
1,N-A,cớm
2148,N,cờ
197,N,cờ bạc
1,N,cờ bỏi
1,N,cờ chân chó
1,N,cờ chó
1,N,cờ gánh
1,N,cờ lê
1,N,cờ lông công
1,N,cờ người
1,N,cờ trắng
1,N,cờ tướng
1,N,cờ vua
1,N,cờ vây
1,N,cờ xí
1,N,cờ đuôi nheo
1,V,cời
1,A,cờn cỡn
1,V,cởi
1,V-A,cởi mở
1,N-A,cỡ
1,V,cỡi
1,A,cợp
1,V,cợt nhả
4179,N-L,cụ
2,N,cụ kị
3,N,cụ kỵ
5,N,cụ non
1772,A,cụ thể
1,V,cụ thể hoá
1,L-A-N,cục
1,A,cục bộ
1,A,cục cằn
1,N,cục diện
1,A,cục mịch
1,A,cục súc
1,N,cục trưởng
1,A,cục tác
1,A,cục tính
1,N-V,cụm
1,N,cụm cảng
1,N,cụm cứ điểm
1,N,cụm từ
1,V,cụng
1,V,cụng li
1,V,cụp
1,A,cụt
1,A,cụt hứng
1,A,cụt lủn
1,A,cụt ngủn
1,A,cụt thun lủn
1,N,củ
1,N,củ bình vôi
1,N,củ cái
1,N,củ cải
1,N,củ cải đường
1,N,củ cẩm
1,N,củ khỉ
1,N,củ mài
1,N,củ mì
1,A,củ mỉ
1,N,củ mỡ
1,N,củ nâu
1,N,củ não
1,N,củ năn
1,A,củ rủ
1,N,củ từ
1,N,củ đao
1,N,củ đậu
1,N,củ ấu
178837,N-C,của
1,N,của chìm
1,N,của cải
1,N,của nả
1,N,của nổi
1,N,của nợ
1,U,của đáng tội
1,N,của độc
1,N,củi
1,N,củi lụt
1,N,củi lửa
1,N,củi rả
1,N,củi đuốc
1,N,củi đóm
1,V,củng
1,V,củng cố
1,V-I-N-R,cứ
1,U,cứ cho là
1,N,cứ liệu
1,R,cứ việc
1,N,cứ điểm
1,V,cứa
1,A,cứa cổ
1,N,cức bì
1,A,cứng
1,A,cứng cáp
1,A,cứng cát
1,A,cứng còng
1,A,cứng cỏi
1,A,cứng cổ
1,A,cứng cựa
1,A,cứng họng
1,A,cứng lưỡi
1,A,cứng ngắc
1,A,cứng nhắc
1,A,cứng quành
1,A,cứng quèo
1,A,cứng rắn
1,A,cứng đầu
1,A,cứng đờ
1,N,cứt
1,N,cứt gián
1,N,cứt ngựa
1,N,cứt su
1,N,cứt sắt
1,N,cứt trâu
1,N,cứt đái
1,V,cứu
1,V,cứu chữa
1,N,cứu cánh
1,V,cứu giúp
1,V,cứu hoả
1,V,cứu hộ
1,V,cứu mạng
1,V,cứu quốc
1,V,cứu rỗi
1,V,cứu sinh
1,V-N,cứu thương
1,V,cứu thế
1,N,cứu tinh
1,V,cứu trợ
1,V,cứu tế
1,V,cứu viện
1,V,cứu vãn
1,V,cứu vớt
1,V,cứu độ
136,N-A-V,cừ
20,A,cừ khôi
1,N,cừu
6265,V,cử
171,N,cử chỉ
1,V,cử hành
227,N,cử nhân
4,N,cử toạ
475,N,cử tri
5,V-V,cử tuyển
1,V-N,cử động
1,N,cửa
1,N,cửa Phật
1,N,cửa biển
1,N,cửa bể
1,N,cửa bức bàn
1,N,cửa chớp
1,N,cửa cuốn
1,N,cửa hiệu
1,N,cửa hàng
1,N,cửa hàng trưởng
1,N,cửa khẩu
1,N,cửa kính
1,N,cửa lá sách
1,N,cửa miệng
1,N,cửa mái
1,N,cửa mình
1,N,cửa mạch
1,N,cửa mở
1,N,cửa ngõ
1,N,cửa nhà
1,N,cửa nẻo
1,N,cửa quan
1,A,cửa quyền
1,N,cửa rả
1,N,cửa sông
1,N,cửa sổ
1,N,cửa tay
1,N,cửa trời
1,N,cửa tò vò
1,N,cửa tử
1,N,cửa van
1,N,cửa xếp
1,N,cửa ô
1,N,cửa ải
1,N,cửu chương
1,N,cửu lí hương
1,N,cửu vạn
1,N,cữ
1060,V,cự
7,N,cự li
1,N,cự ly
1,N,cự mã
1,V,cự nự
1,A,cự phách
1,V,cự tuyệt
1,N-V,cựa
1,V,cựa quậy
6275,N-R-A,cực
32,U,cực chẳng đã
1,N,cực hình
6,A,cực hữu
49,A,cực khổ
149,R,cực kì
1596,R,cực kỳ
21,R,cực lực
56,A,cực nhọc
4,A,cực nhục
12,N,cực quang
1,A,cực thịnh
1,A-N,cực tiểu
1,N,cực trị
1,A,cực tả
1,N,cực từ
1,N,cực điểm
1,A,cực đoan
1,A-N,cực đại
1,N-R,cực độ
1,S,cựu
1,N,cựu binh
1,N,cựu chiến binh
1,N,cựu trào
1,N,d
3261,N,da
5,N,da bánh mật
1,N,da bát
6,N,da bò
12,U,da bọc xương
1,N,da bốc
149,A,da cam
3,N,da chì
2,N,da cóc
32,A,da diết
1,N,da dâu
1,N,da dầu
1,N,da dẻ
1,N,da gai
1,N,da gà
1,N,da liễu
1,N,da láng
3,N,da lươn
36,N,da màu
4,N,da mồi
1,N,da nhung
8,N,da non
7,N,da rạn
1,N,da sần
3,N,da thuộc
24,A,da trời
1,A,dai
1,A,dai dẳng
1,A,dai nhách
1,A,dai sức
1,N,dam
11,V,dan díu
1,V,dancing
1,N-V,dang
1,A,dang dở
1,N,danh
1,N,danh bạ
1,N,danh ca
1,N,danh cầm
1,N,danh dự
1,N-A,danh giá
1,N,danh hiệu
1,N,danh hoạ
1,N,danh hài
1,N,danh lam
1,N,danh lợi
1,N,danh mục
1,N,danh nghĩa
1,N,danh ngôn
1,N,danh ngữ
1,N,danh nhân
1,N,danh pháp
1,N,danh sách
1,N,danh số
1,N,danh thiếp
1,N,danh thắng
1,N,danh thủ
1,N-A,danh tiếng
1,N,danh tiết
1,N,danh tánh
1,N,danh tính
58,N,danh tướng
1,N,danh từ
1,N,danh từ chung
1,N,danh từ riêng
10,N,danh vị
74,N,danh vọng
2276,N,dao
2,N,dao bài
1,N,dao bào
1,N,dao búa
1,N,dao bảy
1,N,dao bầu
1,N,dao cau
1,N,dao chìa vôi
1,N,dao cạo
1,N,dao cầu
1,N,dao díp
10,N,dao găm
26,N,dao kéo
22,N,dao lam
9,N,dao mổ
1,N,dao nhíp
1,N,dao nề
1,N,dao pha
4,N,dao phay
7,N,dao quắm
5,N,dao rựa
1,N,dao tiện
1,N,dao trổ
1,N,dao tu
1,N,dao tông
1,N,dao tể
1,N,dao vôi
1,N,dao vọ
1,N,dao xây
4,N,dao xếp
1,N,dao yếm
1,N,dao độ
1,V-N,dao động
1,N,dao động kí
1,N,dao động đồ
1,V,day
1,V,day dứt
1,V,day trở
1,N,de
1,N,debit card
1,S,deca-
1,S,deci-
1,N,decibel
1,V,default
1,N,delta
1,V,di
1,N,di bút
1,V,di chuyển
1,V-N,di chúc
1,N,di chỉ
1,N,di chứng
1,V,di căn
1,V,di cư
1,N,di cảo
1,N,di cốt
1,V,di dân
1,V,di dưỡng
1,N,di hoạ
1,N,di huấn
1,N,di hài
1,N-V,di hại
1,V,di hận
1,V,di lí
1,V,di lý
1,N,di sản
1,V,di thực
1,N,di tinh
1,V,di truyền
1,N,di truyền học
1,V,di trú
1,N,di tích
1,V,di tản
1,N,di vật
1,V,di động
1,N,di ảnh
1,N,diesel
1,N,dinh
1,N,dinh cơ
1,A,dinh dính
1,V-N,dinh dưỡng
1,N,dinh luỹ
1,N,diode
1,N,dioptre
1,N,dioxin
1,N,diêm
1,N,diêm dân
1,A,diêm dúa
1,N,diêm sinh
1,N,diêm tiêu
1,N,diếc
1,V,diếc móc
1,N,diếp
1,N,diếp cá
1,N,diềm
1,N,diềm bâu
1,N,diều
1,N,diều hâu
1,A,diễm lệ
1,N,diễm phúc
1,N-V,diễn
1,V,diễn biến
1,N,diễn biến hoà bình
1,N,diễn ca
1,A,diễn cảm
1,V,diễn dịch
1,V,diễn giải
1,V,diễn giảng
1,V,diễn nghĩa
1,V,diễn thuyết
1,V,diễn tả
1,V,diễn tấu
1,V,diễn tập
1,N,diễn từ
1,N,diễn viên
1,N,diễn văn
1,V,diễn xuất
1,V,diễn xướng
1,N,diễn đàn
1,V,diễn đạt
1,V,diễu
1,V,diễu binh
1,V,diễu hành
1,N,diệc
1,N,diệc lửa
1,V-A-N,diện
1,N,diện mạo
1,N,diện tích
1,N,diện tích phụ
1,N,diệp
1,N,diệp lục
1,N,diệp lục tố
1,V-U,diệt
1,V,diệt trùng
1,V,diệt trừ
1,V,diệt vong
1,A,diệu huyền
1,A,diệu kì
1,N,diệu kế
1,A,diệu kỳ
1,A,diệu vợi
1,N-C,do
1,V,do dự
1,V,do thám
1,V,doa
1,N,doanh gia
1,N,doanh lợi
1,V-N,doanh nghiệp
1,N,doanh nhân
1,N,doanh số
1,N,doanh thu
1,N,doanh trại
1,N,doi
1,N,dom
1,N,domino
1,N,don
1,N-V,dong
1,A,dong dải
1,A,dong dỏng
1,N,dong riềng
1,N,dong đao
1,N,doping
1,V,download
1,V,doãi
1,V,doãng
1,V,doạ
1,V,doạ dẫm
1,V,doạ nạt
1,V,doạng
1,N-V,du
1,V,du canh
1,V,du canh du cư
1,N-A,du côn
1,V,du cư
1,V,du di
1,A,du dương
1,V,du hành vũ trụ
1,V,du học
1,N,du học sinh
1,N,du khách
1,V,du khảo
1,N-A,du kích
1,V,du lịch
1,V,du mục
1,V,du nhập
1,N,du thuyền
1,V,du xuân
1,N,du xích
1,N-V,du đãng
1,N,dung
1,V,dung dăng
1,V,dung dưỡng
1,N,dung dịch
1,V,dung hoà
1,N,dung lượng
1,N,dung môi
1,N,dung nham
1,N,dung nhan
1,V,dung nạp
1,N,dung sai
1,V,dung tha
1,V,dung thân
1,V,dung thứ
1,N,dung tích
1,V,dung túng
1,A,dung tục
1,N,duralumin
1,R,duy
1,A,duy cảm
1,A,duy danh
1,A,duy linh
1,A,duy lí
1,A,duy lý
1,A,duy mĩ
1,A,duy mỹ
1,A,duy ngã
1,U,duy ngã độc tôn
1,A,duy nhất
1,A,duy thực
1,V,duy trì
1,V,duy tu
1,A,duy tâm
1,N,duy tâm sử quan
1,V,duy tân
1,A,duy vật
1,A,duy ý chí
1,N,duyên
1,N,duyên cớ
1,A,duyên dáng
1,N,duyên hải
